question,label,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
Which hypothalamic hormone contributes to the regulation of the male reproductive system?,0,1,12,99,40.06,3.81,,12,41.67,75,41.67,41.67,8.33,0,0,0,0,0,0,8.33,16.67,16.67,0,16.67,0,0,0,0,0,0,0,8.33,0,0,8.33,8.33,0,8.33,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,16.67,8.33,8.33,0,0,0,0,8.33,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0
What is the function of the epididymis?,0,1,7,99,,,,7,28.57,71.43,71.43,71.43,14.29,0,0,0,0,0,0,14.29,28.57,28.57,0,14.29,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0
What are the female gonads called?,0,1,6,49.68,98.75,,,6,0,100,83.33,50,16.67,0,0,0,0,0,0,16.67,16.67,16.67,0,0,16.67,0,0,0,33.33,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,16.67,0,0,0,0,16.67,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0
From what structure does the corpus luteum originate?,0,1,8,89.52,,15.38,,8,25,62.5,50,50,12.5,0,0,0,0,0,0,12.5,12.5,12.5,0,12.5,12.5,0,0,0,12.5,0,0,0,0,0,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0
Where does fertilization of the egg by the sperm typically occur?,0,1,11,97.37,,5.07,,11,18.18,81.82,63.64,63.64,0,0,0,0,0,0,0,0,18.18,18.18,0,18.18,9.09,18.18,0,0,9.09,0,0,0,0,0,0,9.09,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0
Why do estrogen levels fall after menopause?,2,1,7,18.12,,99,,7,28.57,85.71,42.86,42.86,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,14.29,14.29,0,14.29,0,0,0,0,0,0,14.29,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0
What does the vulva include?,0,1,5,39.7,,,,5,20,100,80,60,20,0,0,0,0,0,0,20,20,20,0,0,20,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,20,0,0,0,0
The timing of puberty can be influenced by which of the following?,0,1,12,99,6.61,39.59,,12,25,100,75,66.67,8.33,0,0,0,0,0,0,8.33,16.67,16.67,0,25,16.67,0,0,0,25,0,0,8.33,0,0,8.33,25,0,25,0,8.33,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,8.33,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0
Which of the following is the best way to judge the relative activation energies between two given chemical reactions?,1,1,19,99,14.81,33.61,,19,36.84,89.47,68.42,47.37,5.26,0,0,0,0,0,0,5.26,21.05,15.79,5.26,15.79,5.26,0,0,0,15.79,10.53,5.26,10.53,0,5.26,5.26,15.79,0,15.79,0,10.53,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,10.53,0,0,10.53,0,0,0,0,5.26,5.26,0,0,0,0,0,0,5.26,0,0,5.26,0,0,0,0
An allosteric inhibitor does which of the following?,1,1,8,98.55,1.71,15.38,,8,37.5,87.5,75,62.5,12.5,0,0,0,0,0,0,12.5,25,25,0,12.5,12.5,0,0,0,25,0,0,0,0,0,0,25,0,25,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0
Which term applies to egg development outside the female with nourishment derived from a yolk?,0,1,15,99,40.06,63.35,97.84,15,33.33,73.33,53.33,46.67,6.67,0,0,0,0,0,0,6.67,13.33,13.33,0,26.67,0,0,0,0,0,13.33,0,0,0,0,0,6.67,0,6.67,0,0,0,0,0,6.67,0,6.67,6.67,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,6.67,0,0,0,0,0,6.67,0,0,0,0,0,6.67,0,0,6.67,0,0,0,6.67,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,0
Which female organ has the same embryonic origin as the penis?,0,1,11,89.52,5.27,95.15,,11,9.09,81.82,63.64,45.45,9.09,0,0,0,0,0,0,9.09,18.18,18.18,0,9.09,9.09,0,9.09,0,9.09,18.18,0,0,0,0,0,27.27,0,27.27,0,9.09,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0
How many eggs are produced as a result of one meiotic series of cell divisions?,1,1,15,96.08,,1.91,,15,20,80,60,53.33,0,0,0,0,0,0,0,0,20,6.67,6.67,20,6.67,6.67,6.67,0,6.67,6.67,20,0,0,0,0,13.33,0,13.33,6.67,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,6.67,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,0
Which hormone is primarily responsible for the contractions during labor?,0,1,10,89.52,3.95,63.35,,10,40,90,70,60,10,0,0,0,0,0,0,10,10,10,0,20,10,10,0,0,10,10,0,0,0,0,0,30,0,30,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0
Which of the following is false?,3,1,6,89.52,1,39.59,,6,16.67,100,83.33,66.67,16.67,0,0,0,0,0,0,16.67,16.67,16.67,0,16.67,16.67,0,0,0,33.33,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0
What can the racial term “African American” refer to?,0,1,9,89.52,,1,,9,22.22,100,66.67,44.44,11.11,0,0,0,0,0,0,11.11,11.11,11.11,0,11.11,11.11,0,0,0,22.22,0,0,0,0,0,0,22.22,0,22.22,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,33.33,0,0,11.11,0,0,22.22,0
What is the one defining feature of a minority group?,0,1,10,97.77,89.5,7.03,,10,30,90,60,60,10,0,0,0,0,0,0,10,30,20,0,10,10,0,0,0,10,0,0,10,0,0,10,30,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0
What does ethnicity describe as shared?,0,1,6,10.19,,,,6,33.33,100,66.67,50,16.67,0,0,0,0,0,0,16.67,0,0,0,16.67,16.67,0,16.67,0,33.33,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,16.67,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0
Which of the following is an example of a numerical majority being treated as a subordinate group?,0,1,17,99,40.06,1.39,,17,35.29,82.35,70.59,58.82,5.88,0,0,0,0,0,0,5.88,23.53,23.53,0,17.65,11.76,0,5.88,0,17.65,0,5.88,5.88,0,0,5.88,5.88,0,5.88,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,5.88,0,0,5.88,0,0,0,0
What does scapegoat theory show?,0,1,5,3.8,,63.35,,5,20,80,40,40,20,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,20,0,0,20,0,0,0,0
What can stereotypes be based on?,0,1,6,10.19,,1,,6,16.67,83.33,83.33,66.67,16.67,0,0,0,0,0,0,16.67,0,0,0,16.67,33.33,0,0,0,50,0,0,0,0,0,0,33.33,0,33.33,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0
What is discrimination?,0,1,3,1,,,,3,33.33,100,66.67,66.67,33.33,0,0,0,0,0,0,33.33,0,0,0,0,33.33,0,0,0,33.33,0,0,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,33.33,0,0,33.33,0,0,0,0
What is Speedy Gonzalez an example of?,0,1,7,89.52,,24.32,,7,28.57,71.43,71.43,57.14,14.29,0,0,0,0,0,0,14.29,14.29,14.29,0,14.29,14.29,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0
What doctrine justified legal segregation in the South?,0,1,8,98.55,,99,,8,37.5,87.5,50,37.5,12.5,0,0,0,0,0,0,12.5,12.5,12.5,0,12.5,0,0,0,0,0,12.5,0,25,0,0,25,12.5,0,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0
What makes Native Americans unique as a subordinate group in the United States?,0,1,13,99,40.06,30.98,,13,15.38,100,61.54,38.46,7.69,0,0,0,0,0,0,7.69,15.38,15.38,0,15.38,0,0,7.69,0,7.69,7.69,0,7.69,0,0,7.69,15.38,0,15.38,0,7.69,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,30.77,15.38,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0
Which subordinate group is often referred to as the “model minority?”,0,1,11,71.44,40.06,50.45,,11,27.27,90.91,63.64,54.55,9.09,0,0,0,0,0,0,9.09,9.09,9.09,0,18.18,9.09,9.09,9.09,0,18.18,0,0,18.18,0,0,18.18,27.27,0,27.27,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,9.09,0,0,0,0,0,0,27.27,0,0,9.09,0,0,18.18,0
"Which federal act or program was designed to allow more Hispanic American immigration, not block it?",0,1,16,26.1,1,54.55,,16,37.5,81.25,50,43.75,12.5,0,0,0,0,0,0,12.5,6.25,0,0,6.25,6.25,0,6.25,6.25,6.25,12.5,6.25,6.25,0,0,6.25,25,0,25,0,6.25,0,6.25,0,18.75,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,25,12.5,12.5,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,12.5,0,6.25,6.25,0,0,0,0
"What do many Arab Americans face, especially after 9/11?",0,1,10,15.41,,7.03,,10,20,90,50,50,10,0,0,0,0,0,0,10,10,0,20,10,10,10,10,0,10,10,10,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,30,0,10,10,0,0,10,0
Why did most white ethnic Americans come to the United States?,2,1,11,89.52,,50.45,,11,9.09,90.91,63.64,45.45,0,0,0,0,0,0,0,0,18.18,9.09,0,9.09,9.09,9.09,0,0,18.18,18.18,9.09,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,18.18,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,18.18,0,9.09,9.09,9.09,0,0,0,9.09,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0
Which of the following best describes how deviance is defined?,0,1,10,69.05,3.95,98.38,,10,40,90,70,50,10,0,0,0,0,0,0,10,10,10,0,10,10,10,0,0,20,10,0,10,0,10,0,30,0,30,20,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0
"According to C. Wright Mills, which of the following people is most likely to be a member of the power elite?",0,1,21,99,40.06,1,,10.5,9.52,80.95,61.9,52.38,4.76,0,0,0,0,0,0,4.76,19.05,14.29,0,19.05,9.52,0,0,0,14.29,9.52,4.76,14.29,4.76,0,9.52,9.52,0,9.52,0,0,0,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,14.29,4.76,4.76,4.76,0,0,0,0
Shaw and McKay found that crime is linked primarily to which of the following?,0,1,14,56.86,9.23,24.32,,14,14.29,71.43,71.43,57.14,14.29,0,0,0,0,0,0,14.29,14.29,7.14,0,14.29,7.14,7.14,7.14,0,21.43,0,0,0,0,0,0,21.43,0,21.43,7.14,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0
"According to the concept of the power elite, why would a celebrity such as Charlie Sheen commit a crime?",3,1,19,99,70.59,1,,19,21.05,78.95,57.89,52.63,0,0,0,0,0,0,0,0,26.32,21.05,0,15.79,5.26,5.26,5.26,0,10.53,0,0,15.79,0,0,15.79,15.79,0,15.79,5.26,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,0,5.26,5.26,0,0,0,0
A convicted sexual offender is released on parole and arrested two weeks later for repeated sexual crimes. How would labeling theory explain this?,2,1,23,72.44,,74.45,1,11.5,30.43,78.26,60.87,39.13,4.35,0,0,0,0,0,0,4.35,13.04,4.35,4.35,8.7,8.7,4.35,4.35,0,13.04,13.04,8.7,4.35,0,0,4.35,17.39,0,17.39,13.04,4.35,4.35,0,0,0,0,4.35,0,4.35,4.35,0,4.35,0,4.35,0,0,8.7,8.7,0,0,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,0,0,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.04,0,4.35,0,0,0,0,0,0,8.7,4.35,0,4.35,0,0,0,0
What deviance is a violation of norms? And does it result in a person being labeled a deviant?,0,1,18,79.79,72.07,1.17,1,9,22.22,77.78,61.11,61.11,11.11,0,0,0,0,0,0,11.11,16.67,16.67,0,11.11,16.67,0,5.56,0,16.67,0,0,0,0,0,0,5.56,0,5.56,0,5.56,0,0,0,0,0,5.56,0,5.56,0,0,0,0,0,0,0,11.11,5.56,0,0,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,5.56,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
Which of the following situations best describes crime trends in the United States?,0,1,13,99,7.93,30.98,,13,23.08,84.62,53.85,38.46,7.69,0,0,0,0,0,0,7.69,15.38,15.38,0,15.38,0,0,0,0,7.69,7.69,0,7.69,0,7.69,0,15.38,0,15.38,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,7.69,0,0,0,0,0,15.38,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0
What is a disadvantage of the National Crime Victimization Survey (NCVS)?,0,1,11,97.37,,,1,11,27.27,72.73,54.55,45.45,9.09,0,0,0,0,0,0,9.09,18.18,18.18,0,9.09,9.09,0,0,0,9.09,9.09,0,18.18,0,0,18.18,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,9.09,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,27.27,0,0,9.09,0,0,18.18,0
What is the process of closing large asylums and providing for people to stay in the community to be treated locally known as?,0,1,23,97.2,65.68,74.45,,23,30.43,82.61,69.57,56.52,4.35,0,0,0,0,0,0,4.35,8.7,8.7,0,26.09,8.7,4.35,8.7,0,17.39,4.35,4.35,4.35,4.35,0,0,4.35,0,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,17.39,0,4.35,13.04,0,0,0,0,4.35,4.35,0,0,0,0,0,0,4.35,0,0,4.35,0,0,0,0
"Joey was convicted of domestic violence. As part of his sentence, the judge has ordered that he attend therapy for anger management. What treatment is this considered to be?",0,1,29,58.3,60.57,1,1,9.67,31.03,86.21,65.52,51.72,17.24,6.9,0,0,0,6.9,0,10.34,13.79,3.45,0,17.24,13.79,0,3.45,0,20.69,3.45,3.45,6.9,0,0,6.9,6.9,0,6.9,3.45,0,0,0,0,3.45,0,6.9,0,6.9,3.45,0,3.45,0,3.45,0,0,10.34,3.45,0,0,0,3.45,0,6.9,0,0,0,6.9,0,0,0,0,3.45,0,0,3.45,0,0,3.45,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,6.9,0,0,0,0,0,0,13.79,6.9,3.45,3.45,0,0,0,0
What happens during an intake?,1,1,5,99,,63.35,,5,20,80,80,60,20,0,0,0,0,0,0,20,20,20,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,20,0,0,20,0,0,0,0
Which of the following was not listed as a barrier to mental health treatment?,0,1,14,96.35,1,24.32,,14,21.43,78.57,71.43,57.14,7.14,0,0,0,0,0,0,7.14,14.29,14.29,0,21.43,7.14,0,7.14,7.14,14.29,0,0,0,0,0,0,21.43,0,21.43,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0
"Which of the following is true, although the male ejaculate contains hundreds of millions of sperm?",0,1,16,98.55,11.66,54.55,,16,37.5,100,75,62.5,6.25,0,0,0,0,0,0,6.25,25,12.5,12.5,18.75,6.25,0,6.25,0,12.5,6.25,12.5,0,0,0,0,18.75,0,18.75,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,6.25,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,0,0,0,6.25,0,0,0,0,0,0,12.5,0,6.25,6.25,0,0,0,0
"As sperm first reach the oocyte, which will they contact?",0,1,10,39.7,40.06,98.38,,10,10,80,60,60,20,10,0,0,0,0,10,10,20,10,10,10,10,0,10,0,10,10,10,0,0,0,0,10,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0,0,0,0,0,0,10,0,0,0,0,0,20,0,10,10,0,0,0,0
During which of the following fusion of pronuclei occurs?,0,1,9,99,2.75,77.17,,9,22.22,66.67,66.67,55.56,11.11,0,0,0,0,0,0,11.11,11.11,11.11,0,33.33,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
