question,label,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
what is the main water source for land plants?,3,1,9,89.52,,10.18,,9,0,77.78,55.56,44.44,11.11,0,0,0,0,0,0,11.11,11.11,11.11,0,11.11,11.11,0,0,0,11.11,11.11,0,0,0,0,0,11.11,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
which factors affect soil quality?,2,1,5,39.7,1,63.35,,5,40,40,40,20,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,40,0,40,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0
which process produces an inorganic compound that plants can easily use?,2,1,11,45.12,5.27,1,,11,36.36,54.55,45.45,36.36,18.18,0,0,0,0,0,0,18.18,18.18,9.09,0,0,9.09,0,0,0,18.18,0,0,0,0,0,0,36.36,0,36.36,0,18.18,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0
what term describes a plant that requires nutrition from a living host plant?,0,1,13,96.67,81.78,30.98,,13,23.08,84.62,46.15,38.46,15.38,0,0,0,0,0,0,15.38,23.08,15.38,0,7.69,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,0,0,0,0,7.69,7.69,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,15.38,7.69,0,7.69,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,7.69,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0
what is the term for the symbiotic association between fungi and cyanobacteria?,0,1,12,97.04,,39.59,,12,33.33,75,58.33,58.33,8.33,0,0,0,0,0,0,8.33,16.67,16.67,0,16.67,8.33,0,8.33,0,8.33,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,8.33,0,8.33,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0
research suggests that people generally feel that their current family is which of the following in comparison to the family they grew up with?,0,1,24,89.52,40.06,97.72,,24,25,100,75,58.33,20.83,8.33,0,0,0,0,8.33,12.5,20.83,8.33,0,20.83,4.17,4.17,0,0,16.67,4.17,0,0,0,0,0,20.83,0,20.83,4.17,0,0,4.17,0,8.33,0,0,0,0,0,0,0,0,0,0,0,12.5,4.17,0,0,0,0,4.17,8.33,0,0,0,0,0,0,0,0,4.17,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,16.67,16.67,0,0,12.5,0,0,4.17,4.17,4.17,12.5,0,0,0,0,0,0,4.17,0,0,4.17,0,0,0,0
a woman being married to two men would be an example of what?,0,1,13,89.52,99,1,,13,15.38,92.31,69.23,69.23,7.69,0,0,0,0,0,0,7.69,23.08,15.38,7.69,15.38,23.08,0,0,0,23.08,0,7.69,7.69,7.69,0,0,7.69,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,0,0,0,0,0,0,23.08,7.69,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0
a child who associates his line of descent with his father’s side only is part of which society?,0,1,18,66.04,99,77.17,,18,22.22,100,61.11,55.56,22.22,16.67,0,0,0,11.11,0,5.56,16.67,5.56,0,16.67,5.56,5.56,0,0,5.56,5.56,5.56,11.11,11.11,0,0,11.11,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,38.89,0,0,0,0,0,0,38.89,5.56,0,0,16.67,0,0,0,0,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,16.67,0,5.56,16.67,0,0,0,0,0,5.56,0,0,0,0,0,0,11.11,0,0,5.56,0,5.56,0,0
which of the following is a criticism of the family life cycle model?,0,1,13,99,7.93,81.58,1,13,15.38,92.31,61.54,53.85,7.69,0,0,0,0,0,0,7.69,23.08,23.08,0,15.38,7.69,0,0,0,15.38,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,7.69,0,7.69,0,7.69,0,0,0,0,0,0,0,15.38,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,0,7.69,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0
"in general, children in which households benefit from divorce?",0,1,9,99,99,99,99,9,55.56,100,55.56,44.44,11.11,0,0,0,0,0,0,11.11,0,0,0,33.33,0,0,0,0,0,11.11,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,11.11,0,11.11,11.11,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,33.33,22.22,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,22.22,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,11.11,11.11,0,0,0,0
which of the following is true of intimate partner violence (ipv)?,0,1,11,97.37,5.27,5.07,20.23,11,36.36,90.91,72.73,45.45,9.09,0,0,0,0,0,0,9.09,9.09,9.09,0,18.18,9.09,0,0,0,18.18,18.18,0,18.18,18.18,0,0,18.18,0,18.18,0,0,0,0,0,9.09,0,18.18,9.09,9.09,0,0,0,0,0,0,0,18.18,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,27.27,0,0,9.09,0,0,18.18,0
which type of child abuse is most prevalent in the united states?,0,1,12,97.04,40.06,39.59,1,12,8.33,91.67,58.33,50,8.33,0,0,0,0,0,0,8.33,16.67,8.33,0,16.67,8.33,0,0,0,8.33,16.67,8.33,8.33,0,0,8.33,8.33,0,8.33,0,0,0,0,0,8.33,0,8.33,0,8.33,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,8.33,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0
which of the following cells is phagocytic?,0,1,7,89.52,1,24.32,,7,28.57,71.43,71.43,57.14,14.29,0,0,0,0,0,0,14.29,14.29,14.29,0,14.29,14.29,0,0,0,28.57,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0
which of the following cells is important in the innate immune response?,0,1,12,99,6.61,39.59,99,12,25,83.33,66.67,50,8.33,0,0,0,0,0,0,8.33,16.67,16.67,0,16.67,8.33,0,0,0,16.67,8.33,0,0,0,0,0,16.67,0,16.67,0,8.33,0,0,0,8.33,0,8.33,8.33,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0
"which of the following cells would be most active in early, antiviral immune responses the first time one is exposed to pathogen?",0,1,22,94.5,17.46,5.07,,22,22.73,90.91,68.18,54.55,4.55,0,0,0,0,0,0,4.55,22.73,9.09,9.09,13.64,13.64,0,0,0,18.18,18.18,13.64,0,0,0,0,13.64,0,13.64,0,4.55,4.55,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.64,13.64,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0,0,4.55,0,0,0,4.55,0,4.55,0,0,0,0,0,0,9.09,0,4.55,4.55,0,0,0,0
which of the lymphoid nodules is most likely to see food antigens first?,0,1,13,96.67,7.93,2.93,,13,23.08,84.62,69.23,53.85,7.69,0,0,0,0,0,0,7.69,23.08,7.69,7.69,15.38,7.69,0,0,0,15.38,23.08,15.38,0,0,0,0,15.38,0,15.38,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,7.69,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0
which of the following signs is not characteristic of inflammation?,0,1,10,89.52,1,63.35,,10,30,90,80,60,10,0,0,0,0,0,0,10,10,10,0,20,10,0,0,10,20,10,0,0,0,0,0,20,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0
what is the enhanced phagocytosis of a cell by the binding of a specific protein called?,0,1,16,99,,,,16,31.25,68.75,68.75,56.25,6.25,0,0,0,0,0,0,6.25,25,25,0,18.75,6.25,0,0,0,12.5,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,6.25,0,0,6.25,0,0,0,0
which of the following leads to the redness of inflammation?,0,1,10,99,3.95,7.03,,10,30,90,70,60,10,0,0,0,0,0,0,10,20,20,0,30,0,0,0,0,10,0,0,10,0,10,10,20,0,20,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0
what is the taking in of antigen and digesting it for later presentation called?,0,1,14,89.52,,24.32,,14,21.43,92.86,78.57,57.14,14.29,0,0,0,0,0,0,14.29,7.14,7.14,0,21.43,7.14,0,7.14,0,21.43,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,7.14,0,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,14.29,0,0,7.14,7.14,0,0,7.14,7.14,7.14,0,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0
why is clonal expansion so important?,0,1,6,1,,39.59,99,6,33.33,83.33,66.67,50,0,0,0,0,0,0,0,0,0,0,0,0,16.67,33.33,16.67,0,16.67,16.67,0,0,0,0,0,16.67,0,16.67,0,16.67,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0
what is the elimination of self-reactive thymocytes called?,0,1,8,89.52,,,,8,37.5,62.5,62.5,50,12.5,0,0,0,0,0,0,12.5,12.5,12.5,0,12.5,12.5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,25,0,0,12.5,0,0,12.5,0
which type of t cell is most effective against viruses?,0,1,10,89.52,1,63.35,99,10,30,70,60,50,10,0,0,0,0,0,0,10,10,0,0,20,10,0,0,0,10,20,10,10,0,10,0,20,0,20,0,0,0,0,0,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0
which class of antibody crosses the placenta in pregnant women?,0,1,10,99,89.5,63.35,,10,40,70,40,40,10,0,0,0,0,0,0,10,10,10,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,10,0,10,0,0,0,0,0,10,0,0,10,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0
when does class switching occur?,0,1,5,1,,63.35,,5,20,60,40,40,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,20,0,0,20,0,0,0,0
which class of antibody is found in mucus?,0,1,8,89.52,1.71,99,,8,12.5,87.5,62.5,50,12.5,0,0,0,0,0,0,12.5,0,0,0,25,12.5,0,0,0,25,0,0,0,0,0,0,25,0,25,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,12.5,12.5,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0
which enzymes in macrophages are important for clearing intracellular bacteria?,0,1,10,89.52,3.95,63.35,99,10,60,50,50,40,10,0,0,0,0,0,0,10,0,0,0,20,10,0,0,0,10,10,0,0,0,0,0,10,0,10,0,0,0,0,0,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0
what type of chronic lung disease is caused by a mycobacterium?,0,1,11,97.37,,5.07,,11,27.27,81.82,63.64,45.45,9.09,0,0,0,0,0,0,9.09,9.09,9.09,0,18.18,9.09,0,0,0,18.18,9.09,0,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,18.18,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,9.09,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0
which type of immune response is most directly effective against bacteria?,0,1,11,89.52,1,50.45,99,11,45.45,72.73,54.55,45.45,9.09,0,0,0,0,0,0,9.09,9.09,0,0,18.18,9.09,0,0,0,9.09,18.18,9.09,9.09,0,9.09,0,27.27,0,27.27,0,9.09,0,0,0,18.18,0,9.09,9.09,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0
what is the reason that you have to be immunized with a new influenza vaccine each year?,0,1,17,64.21,93.56,12.44,95.42,17,17.65,100,70.59,64.71,17.65,5.88,0,0,5.88,0,0,11.76,23.53,11.76,0,11.76,17.65,0,0,0,23.53,5.88,0,0,0,0,0,5.88,0,5.88,5.88,5.88,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65,17.65,11.76,0,0,0,0,0,0,11.76,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,5.88,0,5.88,11.76,0,0,0,0,0,5.88,0,0,5.88,0,0,0,0
which type of immune response works in concert with cytotoxic t cells against virally infected cells?,0,1,16,99,1.71,54.55,,16,37.5,62.5,37.5,31.25,6.25,0,0,0,0,0,0,6.25,0,0,0,25,0,0,0,0,6.25,0,0,6.25,0,6.25,0,18.75,0,18.75,0,6.25,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,12.5,6.25,0,6.25,0,0,12.5,12.5,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,0,0,0,6.25,0,0,0,0,0,0,6.25,0,0,6.25,0,0,0,0
which type of hypersensitivity involves soluble antigen-antibody complexes?,0,1,8,89.52,1.71,15.38,,8,62.5,25,25,25,12.5,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,12.5,0,0,12.5,0
what causes the delay in delayed hypersensitivity?,0,1,7,99,,99,,7,28.57,85.71,42.86,42.86,14.29,0,0,0,0,0,0,14.29,14.29,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,28.57,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0
which of the following is an autoimmune disease of the heart?,0,1,11,99,5.27,5.07,,11,27.27,100,72.73,63.64,9.09,0,0,0,0,0,0,9.09,27.27,27.27,0,18.18,9.09,0,0,0,18.18,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,18.18,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0
what drug is used to counteract the effects of anaphylactic shock?,0,1,11,97.37,,5.07,1,11,27.27,81.82,54.55,45.45,9.09,0,0,0,0,0,0,9.09,9.09,9.09,0,18.18,9.09,0,0,0,18.18,0,0,0,0,0,0,18.18,0,18.18,9.09,18.18,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0
which type of cancer is associated with hiv disease?,0,1,9,89.52,2.75,10.18,,9,22.22,77.78,44.44,44.44,11.11,0,0,0,0,0,0,11.11,0,0,0,22.22,11.11,0,0,0,11.11,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,33.33,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
what disease is associated with bone marrow transplants?,0,1,8,62.1,,,,8,37.5,62.5,37.5,37.5,12.5,0,0,0,0,0,0,12.5,0,0,0,12.5,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0
which of the following will not facilitate the transfer of oxygen to tissues?,2,1,13,99,1,30.98,,13,30.77,76.92,69.23,61.54,7.69,0,0,0,0,0,0,7.69,15.38,15.38,0,23.08,7.69,0,0,7.69,15.38,0,0,0,0,0,0,15.38,0,15.38,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0
a monosaccharide is formed from a polysaccharide in what kind of reaction?,0,1,12,99,6.61,39.59,,12,25,75,66.67,66.67,8.33,0,0,0,0,0,0,8.33,16.67,16.67,0,33.33,8.33,0,0,0,8.33,0,0,0,0,0,0,33.33,0,16.67,0,8.33,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0
"when nad becomes nadh, the coenzyme has been what?",0,1,9,1.78,,10.18,,9,22.22,66.67,66.67,55.56,11.11,0,0,0,0,0,0,11.11,11.11,11.11,0,0,22.22,11.11,11.11,0,33.33,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,22.22,0,0,0,0,0,0,22.22,0,11.11,11.11,0,0,0,0
what do anabolic reactions use energy by?,0,1,7,56.86,,,,7,28.57,71.43,57.14,42.86,14.29,0,0,0,0,0,0,14.29,0,0,0,14.29,14.29,0,0,0,28.57,0,0,0,0,0,0,28.57,0,28.57,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0
"glycolysis results in the production of which two molecules from a single molecule of glucose? in which absence, what is the end product of glycolysis?",0,1,25,99,7.28,63.35,,12.5,36,80,60,60,12,0,0,0,0,0,0,12,20,12,8,24,4,0,0,0,4,4,8,0,0,0,0,12,0,12,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,8,0,0,0,4,0,4,0,0,0,0,0,0,12,0,4,8,0,0,0,0
what can lipids in the diet be?,0,1,7,56.86,,1,,7,0,85.71,71.43,71.43,14.29,0,0,0,0,0,0,14.29,14.29,14.29,0,14.29,28.57,0,0,0,28.57,0,0,0,0,0,0,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0
why are triglycerides transported by chylomicrons?,2,1,6,49.68,,,,6,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,16.67,0,0,16.67,0,0,0,0,0,0,16.67,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0
where does digestion of proteins begin? what mix with food to break down proteins? what do proteins break down into?,0,1,20,94.88,,89.39,,6.67,20,70,60,55,10,0,0,0,0,0,0,10,0,0,0,30,10,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,5,0,5,0,0,0,0,0,0,15,0,0,15,0,0,0,0
